data folder: data/ready/nerc/conll2003_eng/
embeddings: glove, 6B.100d
epochs: 100
batch size: 8
initial learning rate: 0.001
l.r. decay rate: 0.05
byte lstm units: 64
word lstm units: 128
byte embedding dim: 50
byte lstm layers: 1
word lstm layers: 1
use byte embeddings: 0
use word embeddings: 1
use crf layer: 0

1.train    L 0.197     acc [B 73.22 E 69.87 O 99.67 T 94.69]   B [P 94.55 R 77.45 F1 85.15]   E [P 85.46 R 72.35 F1 78.36]   EC [P 82.80 R 70.10 F1 75.92]
14.train    L 0.062    acc [B 91.33 E 90.91 O 99.68 T 98.22]   B [P 98.25 R 93.68 F1 95.91]   E [P 94.56 R 91.53 F1 93.02]   EC [P 92.94 R 89.96 F1 91.42]
14.val      L 0.102    acc [B 88.94 E 86.64 O 99.58 T 97.41]   B [P 96.93 R 91.92 F1 94.36]   E [P 92.00 R 88.86 F1 90.40]   EC [P 89.96 R 86.89 F1 88.40]

15.train    L 0.059    acc [B 91.95 E 91.55 O 99.69 T 98.32]   B [P 98.14 R 94.28 F1 96.18]   E [P 94.34 R 92.09 F1 93.20]   EC [P 92.82 R 90.61 F1 91.71]
15.val      L 0.100    acc [B 89.16 E 86.95 O 99.55 T 97.44]   B [P 96.65 R 92.28 F1 94.41]   E [P 91.78 R 89.23 F1 90.49]   EC [P 89.77 R 87.28 F1 88.51]

16.train    L 0.058    acc [B 91.79 E 91.36 O 99.74 T 98.34]   B [P 98.41 R 93.98 F1 96.15]   E [P 94.71 R 91.85 F1 93.26]   EC [P 93.29 R 90.47 F1 91.86]
16.val      L 0.100    acc [B 89.28 E 86.95 O 99.63 T 97.50]   B [P 97.00 R 92.11 F1 94.49]   E [P 92.47 R 89.28 F1 90.85]   EC [P 90.67 R 87.55 F1 89.08]

17.train    L 0.057    acc [B 91.74 E 91.20 O 99.77 T 98.34]   B [P 98.51 R 93.96 F1 96.18]   E [P 94.82 R 91.85 F1 93.31]   EC [P 93.39 R 90.46 F1 91.90]
17.val      L 0.101    acc [B 88.83 E 86.50 O 99.67 T 97.46]   B [P 97.14 R 91.97 F1 94.48]   E [P 92.58 R 89.01 F1 90.76]   EC [P 90.58 R 87.09 F1 88.80]

18.train    L 0.056    acc [B 91.97 E 91.41 O 99.78 T 98.38]   B [P 98.47 R 94.21 F1 96.29]   E [P 94.99 R 92.05 F1 93.50]   EC [P 93.52 R 90.63 F1 92.05]
18.val      L 0.103    acc [B 89.08 E 86.64 O 99.64 T 97.47]   B [P 96.93 R 92.33 F1 94.57]   E [P 92.36 R 89.30 F1 90.80]   EC [P 90.22 R 87.23 F1 88.70]

19.train    L 0.052    acc [B 92.55 E 92.53 O 99.70 T 98.50]   B [P 98.36 R 94.71 F1 96.50]   E [P 95.05 R 92.92 F1 93.97]   EC [P 93.60 R 91.50 F1 92.54]
19.val      L 0.096    acc [B 89.45 E 87.33 O 99.55 T 97.51]   B [P 96.80 R 92.71 F1 94.71]   E [P 92.08 R 89.67 F1 90.86]   EC [P 89.98 R 87.61 F1 88.78]

20.train    L 0.053    acc [B 92.26 E 91.81 O 99.77 T 98.44]   B [P 98.43 R 94.31 F1 96.33]   E [P 95.09 R 92.27 F1 93.66]   EC [P 93.79 R 91.00 F1 92.37]
20.val      L 0.102    acc [B 89.33 E 86.90 O 99.66 T 97.52]   B [P 97.03 R 92.39 F1 94.66]   E [P 92.65 R 89.31 F1 90.95]   EC [P 90.73 R 87.46 F1 89.07]

21.train    L 0.051    acc [B 92.61 E 92.69 O 99.71 T 98.54]   B [P 98.56 R 94.64 F1 96.56]   E [P 95.11 R 92.88 F1 93.98]   EC [P 93.79 R 91.58 F1 92.67]
21.val      L 0.096    acc [B 89.77 E 87.82 O 99.56 T 97.59]   B [P 97.04 R 92.71 F1 94.83]   E [P 92.06 R 89.62 F1 90.82]   EC [P 90.20 R 87.80 F1 88.98]

22.train    L 0.050    acc [B 92.49 E 92.39 O 99.78 T 98.54]   B [P 98.65 R 94.51 F1 96.53]   E [P 95.41 R 92.78 F1 94.08]   EC [P 94.04 R 91.46 F1 92.73]
22.val      L 0.099    acc [B 89.28 E 87.07 O 99.64 T 97.54]   B [P 97.29 R 92.36 F1 94.76]   E [P 92.37 R 89.40 F1 90.86]   EC [P 90.44 R 87.53 F1 88.96]

23.train    L 0.049    acc [B 92.84 E 93.06 O 99.71 T 98.60]   B [P 98.57 R 94.69 F1 96.59]   E [P 95.36 R 93.06 F1 94.20]   EC [P 94.10 R 91.83 F1 92.95]
23.val      L 0.095    acc [B 89.65 E 87.89 O 99.57 T 97.61]   B [P 97.16 R 92.61 F1 94.83]   E [P 92.33 R 89.68 F1 90.99]   EC [P 90.33 R 87.75 F1 89.02]

24.train    L 0.048    acc [B 92.92 E 93.13 O 99.72 T 98.61]   B [P 98.59 R 94.86 F1 96.69]   E [P 95.41 R 93.26 F1 94.32]   EC [P 94.07 R 91.94 F1 92.99]
24.val      L 0.096    acc [B 89.77 E 87.82 O 99.54 T 97.58]   B [P 97.08 R 92.76 F1 94.87]   E [P 92.22 R 89.75 F1 90.97]   EC [P 90.25 R 87.83 F1 89.02]

25.train    L 0.046    acc [B 93.09 E 93.16 O 99.75 T 98.65]   B [P 98.68 R 94.94 F1 96.77]   E [P 95.56 R 93.28 F1 94.40]   EC [P 94.35 R 92.10 F1 93.21]
25.val      L 0.096    acc [B 89.68 E 87.56 O 99.60 T 97.58]   B [P 97.09 R 92.71 F1 94.85]   E [P 92.39 R 89.75 F1 91.05]   EC [P 90.47 R 87.88 F1 89.16]

26.train    L 0.045    acc [B 93.35 E 93.38 O 99.76 T 98.70]   B [P 98.65 R 95.11 F1 96.85]   E [P 95.75 R 93.42 F1 94.57]   EC [P 94.56 R 92.26 F1 93.40]
26.val      L 0.096    acc [B 89.70 E 87.74 O 99.60 T 97.61]   B [P 97.06 R 92.71 F1 94.84]   E [P 92.69 R 89.90 F1 91.28]   EC [P 90.68 R 87.95 F1 89.30]

27.train    L 0.045    acc [B 93.27 E 93.18 O 99.81 T 98.70]   B [P 98.79 R 95.03 F1 96.87]   E [P 95.79 R 93.28 F1 94.52]   EC [P 94.62 R 92.14 F1 93.37]
27.val      L 0.097    acc [B 89.65 E 87.38 O 99.61 T 97.56]   B [P 97.11 R 92.66 F1 94.83]   E [P 92.52 R 89.73 F1 91.11]   EC [P 90.49 R 87.77 F1 89.11]

28.train    L 0.044    acc [B 93.43 E 93.32 O 99.80 T 98.71]   B [P 98.75 R 95.08 F1 96.88]   E [P 95.92 R 93.37 F1 94.63]   EC [P 94.80 R 92.28 F1 93.53]
28.val      L 0.097    acc [B 89.78 E 87.45 O 99.64 T 97.60]   B [P 96.96 R 92.73 F1 94.80]   E [P 92.51 R 89.80 F1 91.14]   EC [P 90.53 R 87.88 F1 89.19]

29.train    L 0.044    acc [B 93.47 E 93.75 O 99.74 T 98.74]   B [P 98.70 R 95.23 F1 96.93]   E [P 95.90 R 93.75 F1 94.81]   EC [P 94.66 R 92.53 F1 93.58]
29.val      L 0.096    acc [B 90.10 E 88.13 O 99.55 T 97.64]   B [P 97.00 R 92.91 F1 94.91]   E [P 92.25 R 89.94 F1 91.08]   EC [P 90.38 R 88.12 F1 89.24]

30.train    L 0.043    acc [B 93.78 E 93.88 O 99.75 T 98.77]   B [P 98.62 R 95.61 F1 97.09]   E [P 95.92 R 94.14 F1 95.02]   EC [P 94.64 R 92.88 F1 93.75]
30.val      L 0.096    acc [B 89.82 E 87.84 O 99.54 T 97.58]   B [P 96.84 R 92.90 F1 94.83]   E [P 92.37 R 90.09 F1 91.22]   EC [P 90.34 R 88.10 F1 89.21]

31.train    L 0.042    acc [B 93.74 E 93.85 O 99.79 T 98.80]   B [P 98.73 R 95.43 F1 97.05]   E [P 96.06 R 93.89 F1 94.96]   EC [P 94.91 R 92.77 F1 93.83]
31.val      L 0.096    acc [B 89.80 E 87.48 O 99.61 T 97.58]   B [P 96.98 R 92.88 F1 94.89]   E [P 92.65 R 89.89 F1 91.24]   EC [P 90.65 R 87.95 F1 89.28]

32.train    L 0.041    acc [B 93.92 E 93.99 O 99.78 T 98.81]   B [P 98.66 R 95.60 F1 97.10]   E [P 96.10 R 94.09 F1 95.09]   EC [P 94.95 R 92.96 F1 93.94]
32.val      L 0.097    acc [B 89.84 E 87.71 O 99.57 T 97.58]   B [P 96.86 R 92.88 F1 94.83]   E [P 92.29 R 89.78 F1 91.02]   EC [P 90.38 R 87.93 F1 89.14]

33.train    L 0.041    acc [B 93.93 E 93.97 O 99.79 T 98.82]   B [P 98.73 R 95.59 F1 97.14]   E [P 96.05 R 94.01 F1 95.02]   EC [P 94.89 R 92.87 F1 93.87]
33.val      L 0.098    acc [B 89.85 E 87.62 O 99.56 T 97.56]   B [P 96.61 R 93.02 F1 94.78]   E [P 92.44 R 90.17 F1 91.29]   EC [P 90.37 R 88.15 F1 89.25]

34.train    L 0.039    acc [B 94.09 E 94.25 O 99.78 T 98.86]   B [P 98.72 R 95.74 F1 97.21]   E [P 96.09 R 94.26 F1 95.17]   EC [P 94.97 R 93.16 F1 94.06]
34.val      L 0.096    acc [B 89.87 E 87.98 O 99.57 T 97.63]   B [P 96.96 R 92.93 F1 94.90]   E [P 92.79 R 90.27 F1 91.51]   EC [P 90.80 R 88.34 F1 89.55]

35.train    L 0.039    acc [B 94.15 E 94.42 O 99.75 T 98.86]   B [P 98.72 R 95.90 F1 97.29]   E [P 96.04 R 94.47 F1 95.25]   EC [P 94.81 R 93.26 F1 94.03]
35.val      L 0.095    acc [B 89.97 E 88.05 O 99.53 T 97.61]   B [P 96.77 R 93.15 F1 94.92]   E [P 92.27 R 90.36 F1 91.30]   EC [P 90.24 R 88.37 F1 89.30]

36.train    L 0.038    acc [B 94.30 E 94.64 O 99.78 T 98.92]   B [P 98.80 R 95.91 F1 97.34]   E [P 96.37 R 94.62 F1 95.49]   EC [P 95.22 R 93.48 F1 94.34]
36.val      L 0.095    acc [B 90.00 E 88.14 O 99.55 T 97.64]   B [P 96.97 R 93.08 F1 94.99]   E [P 92.57 R 90.39 F1 91.47]   EC [P 90.55 R 88.42 F1 89.48]

37.train    L 0.038    acc [B 93.96 E 94.19 O 99.82 T 98.88]   B [P 98.89 R 95.52 F1 97.18]   E [P 96.42 R 94.13 F1 95.26]   EC [P 95.34 R 93.07 F1 94.19]
37.val      L 0.099    acc [B 89.63 E 87.63 O 99.60 T 97.60]   B [P 96.99 R 92.66 F1 94.78]   E [P 92.47 R 89.87 F1 91.15]   EC [P 90.51 R 87.97 F1 89.22]

38.train    L 0.038    acc [B 94.58 E 95.03 O 99.72 T 98.94]   B [P 98.71 R 96.11 F1 97.39]   E [P 96.27 R 94.91 F1 95.58]   EC [P 95.15 R 93.81 F1 94.48]
38.val      L 0.095    acc [B 90.05 E 88.47 O 99.48 T 97.64]   B [P 96.85 R 93.00 F1 94.88]   E [P 92.37 R 90.46 F1 91.40]   EC [P 90.46 R 88.59 F1 89.52]

39.train    L 0.036    acc [B 94.63 E 94.87 O 99.78 T 98.96]   B [P 98.73 R 96.28 F1 97.49]   E [P 96.32 R 94.92 F1 95.62]   EC [P 95.17 R 93.78 F1 94.47]
39.val      L 0.096    acc [B 90.15 E 88.25 O 99.55 T 97.66]   B [P 96.80 R 93.20 F1 94.97]   E [P 92.35 R 90.44 F1 91.39]   EC [P 90.43 R 88.56 F1 89.48]

40.train    L 0.037    acc [B 94.56 E 94.90 O 99.74 T 98.93]   B [P 98.72 R 96.15 F1 97.42]   E [P 96.19 R 94.78 F1 95.48]   EC [P 95.04 R 93.65 F1 94.34]
40.val      L 0.095    acc [B 90.21 E 88.46 O 99.51 T 97.66]   B [P 96.68 R 93.15 F1 94.88]   E [P 92.29 R 90.51 F1 91.39]   EC [P 90.37 R 88.62 F1 89.49]

41.train    L 0.036    acc [B 94.39 E 94.83 O 99.79 T 98.96]   B [P 98.95 R 95.89 F1 97.40]   E [P 96.71 R 94.70 F1 95.70]   EC [P 95.63 R 93.65 F1 94.63]
41.val      L 0.096    acc [B 89.90 E 88.04 O 99.56 T 97.63]   B [P 96.87 R 92.83 F1 94.81]   E [P 92.23 R 90.12 F1 91.16]   EC [P 90.30 R 88.24 F1 89.26]

42.train    L 0.036    acc [B 94.62 E 94.94 O 99.77 T 98.96]   B [P 98.80 R 96.03 F1 97.39]   E [P 96.56 R 94.77 F1 95.66]   EC [P 95.56 R 93.78 F1 94.66]
42.val      L 0.096    acc [B 90.00 E 88.29 O 99.53 T 97.65]   B [P 96.88 R 92.93 F1 94.86]   E [P 92.37 R 90.24 F1 91.29]   EC [P 90.51 R 88.42 F1 89.45]

43.train    L 0.036    acc [B 94.33 E 94.64 O 99.80 T 98.94]   B [P 98.88 R 95.76 F1 97.30]   E [P 96.66 R 94.45 F1 95.54]   EC [P 95.64 R 93.45 F1 94.53]
43.val      L 0.099    acc [B 89.90 E 88.05 O 99.59 T 97.66]   B [P 96.94 R 92.75 F1 94.80]   E [P 92.70 R 90.15 F1 91.41]   EC [P 90.83 R 88.34 F1 89.57]

44.train    L 0.035    acc [B 94.77 E 95.18 O 99.76 T 98.99]   B [P 98.82 R 96.29 F1 97.54]   E [P 96.63 R 95.10 F1 95.86]   EC [P 95.54 R 94.03 F1 94.78]
44.val      L 0.096    acc [B 90.04 E 88.29 O 99.49 T 97.62]   B [P 96.91 R 93.03 F1 94.93]   E [P 92.34 R 90.32 F1 91.32]   EC [P 90.33 R 88.35 F1 89.33]

45.train    L 0.035    acc [B 94.35 E 94.79 O 99.80 T 98.96]   B [P 98.95 R 95.80 F1 97.35]   E [P 96.81 R 94.61 F1 95.70]   EC [P 95.77 R 93.59 F1 94.67]
45.val      L 0.098    acc [B 89.84 E 87.85 O 99.57 T 97.60]   B [P 97.08 R 92.78 F1 94.88]   E [P 92.67 R 89.94 F1 91.28]   EC [P 90.79 R 88.12 F1 89.44]

46.train    L 0.033    acc [B 94.75 E 95.10 O 99.81 T 99.02]   B [P 98.95 R 96.21 F1 97.56]   E [P 96.85 R 95.03 F1 95.93]   EC [P 95.80 R 94.00 F1 94.89]
46.val      L 0.098    acc [B 90.19 E 87.98 O 99.57 T 97.63]   B [P 96.98 R 93.02 F1 94.96]   E [P 92.64 R 90.21 F1 91.41]   EC [P 90.77 R 88.39 F1 89.56]

47.train    L 0.034    acc [B 94.88 E 95.27 O 99.78 T 99.03]   B [P 98.88 R 96.35 F1 97.60]   E [P 96.90 R 95.21 F1 96.05]   EC [P 95.84 R 94.17 F1 95.00]
47.val      L 0.096    acc [B 90.21 E 88.35 O 99.54 T 97.66]   B [P 96.75 R 93.18 F1 94.93]   E [P 92.45 R 90.47 F1 91.45]   EC [P 90.47 R 88.54 F1 89.50]

48.train    L 0.033    acc [B 94.90 E 95.30 O 99.79 T 99.04]   B [P 98.88 R 96.46 F1 97.65]   E [P 96.72 R 95.25 F1 95.98]   EC [P 95.61 R 94.15 F1 94.88]
48.val      L 0.096    acc [B 90.14 E 88.16 O 99.55 T 97.64]   B [P 96.90 R 93.12 F1 94.97]   E [P 92.41 R 90.39 F1 91.39]   EC [P 90.43 R 88.46 F1 89.43]

49.train    L 0.033    acc [B 95.00 E 95.49 O 99.77 T 99.05]   B [P 98.88 R 96.43 F1 97.64]   E [P 96.80 R 95.31 F1 96.05]   EC [P 95.74 R 94.26 F1 95.00]
49.val      L 0.094    acc [B 90.29 E 88.57 O 99.49 T 97.66]   B [P 96.80 R 93.25 F1 94.99]   E [P 91.99 R 90.41 F1 91.19]   EC [P 90.07 R 88.52 F1 89.29]

50.train    L 0.032    acc [B 94.98 E 95.32 O 99.82 T 99.07]   B [P 98.96 R 96.42 F1 97.67]   E [P 96.93 R 95.24 F1 96.08]   EC [P 95.88 R 94.20 F1 95.03]
50.val      L 0.096    acc [B 89.99 E 88.03 O 99.58 T 97.64]   B [P 96.95 R 93.03 F1 94.95]   E [P 92.43 R 90.26 F1 91.33]   EC [P 90.43 R 88.30 F1 89.36]

51.train    L 0.032    acc [B 95.43 E 95.80 O 99.76 T 99.10]   B [P 98.78 R 96.88 F1 97.82]   E [P 96.81 R 95.76 F1 96.28]   EC [P 95.71 R 94.67 F1 95.19]
51.val      L 0.095    acc [B 90.26 E 88.42 O 99.48 T 97.63]   B [P 96.61 R 93.39 F1 94.97]   E [P 91.91 R 90.61 F1 91.25]   EC [P 89.88 R 88.61 F1 89.24]

52.train    L 0.032    acc [B 94.97 E 95.36 O 99.79 T 99.05]   B [P 98.93 R 96.40 F1 97.64]   E [P 96.90 R 95.27 F1 96.08]   EC [P 95.79 R 94.19 F1 94.98]
52.val      L 0.097    acc [B 90.12 E 88.28 O 99.55 T 97.66]   B [P 96.80 R 93.03 F1 94.88]   E [P 92.50 R 90.29 F1 91.38]   EC [P 90.64 R 88.47 F1 89.54]

53.train    L 0.031    acc [B 95.06 E 95.44 O 99.82 T 99.09]   B [P 98.98 R 96.49 F1 97.72]   E [P 97.02 R 95.35 F1 96.18]   EC [P 95.96 R 94.31 F1 95.13]
53.val      L 0.097    acc [B 89.72 E 87.90 O 99.59 T 97.63]   B [P 96.84 R 92.91 F1 94.84]   E [P 92.77 R 90.42 F1 91.58]   EC [P 90.66 R 88.37 F1 89.50]

54.train    L 0.031    acc [B 94.97 E 95.41 O 99.82 T 99.08]   B [P 99.03 R 96.39 F1 97.69]   E [P 97.05 R 95.28 F1 96.16]   EC [P 96.00 R 94.25 F1 95.11]
54.val      L 0.098    acc [B 89.77 E 87.76 O 99.58 T 97.60]   B [P 96.82 R 92.86 F1 94.80]   E [P 92.40 R 90.07 F1 91.22]   EC [P 90.37 R 88.08 F1 89.21]

55.train    L 0.031    acc [B 95.20 E 95.63 O 99.81 T 99.11]   B [P 99.00 R 96.59 F1 97.78]   E [P 97.08 R 95.48 F1 96.28]   EC [P 96.06 R 94.48 F1 95.27]
55.val      L 0.096    acc [B 89.94 E 88.12 O 99.53 T 97.62]   B [P 96.68 R 92.98 F1 94.79]   E [P 92.41 R 90.34 F1 91.36]   EC [P 90.34 R 88.32 F1 89.32]

56.train    L 0.031    acc [B 95.37 E 95.80 O 99.79 T 99.12]   B [P 98.91 R 96.76 F1 97.82]   E [P 96.99 R 95.69 F1 96.34]   EC [P 95.98 R 94.69 F1 95.33]
56.val      L 0.096    acc [B 90.10 E 88.23 O 99.51 T 97.62]   B [P 96.53 R 93.15 F1 94.81]   E [P 92.43 R 90.58 F1 91.49]   EC [P 90.38 R 88.57 F1 89.47]

57.train    L 0.030    acc [B 95.26 E 95.70 O 99.80 T 99.12]   B [P 99.01 R 96.60 F1 97.79]   E [P 97.11 R 95.53 F1 96.31]   EC [P 96.10 R 94.54 F1 95.31]
57.val      L 0.096    acc [B 90.15 E 88.33 O 99.53 T 97.65]   B [P 96.65 R 93.15 F1 94.87]   E [P 92.40 R 90.59 F1 91.49]   EC [P 90.41 R 88.64 F1 89.51]

58.train    L 0.030    acc [B 95.36 E 95.81 O 99.80 T 99.13]   B [P 98.93 R 96.70 F1 97.80]   E [P 97.13 R 95.67 F1 96.39]   EC [P 96.10 R 94.66 F1 95.38]
58.val      L 0.095    acc [B 90.15 E 88.42 O 99.52 T 97.66]   B [P 96.75 R 93.18 F1 94.93]   E [P 92.29 R 90.61 F1 91.44]   EC [P 90.32 R 88.67 F1 89.49]

59.train    L 0.030    acc [B 95.12 E 95.48 O 99.83 T 99.11]   B [P 99.03 R 96.40 F1 97.70]   E [P 97.19 R 95.27 F1 96.22]   EC [P 96.28 R 94.37 F1 95.31]
59.val      L 0.098    acc [B 90.19 E 88.04 O 99.60 T 97.67]   B [P 97.07 R 93.05 F1 95.02]   E [P 93.05 R 90.31 F1 91.66]   EC [P 91.19 R 88.51 F1 89.83]

60.train    L 0.029    acc [B 95.54 E 96.03 O 99.78 T 99.15]   B [P 98.93 R 96.86 F1 97.88]   E [P 97.01 R 95.81 F1 96.41]   EC [P 96.04 R 94.86 F1 95.45]
60.val      L 0.094    acc [B 90.29 E 88.63 O 99.51 T 97.69]   B [P 96.89 R 93.23 F1 95.03]   E [P 92.41 R 90.79 F1 91.60]   EC [P 90.39 R 88.81 F1 89.59]

61.train    L 0.029    acc [B 95.41 E 95.91 O 99.80 T 99.15]   B [P 98.99 R 96.71 F1 97.84]   E [P 97.13 R 95.71 F1 96.42]   EC [P 96.16 R 94.75 F1 95.45]
61.val      L 0.097    acc [B 90.19 E 88.39 O 99.51 T 97.65]   B [P 96.81 R 93.05 F1 94.89]   E [P 92.32 R 90.46 F1 91.38]   EC [P 90.43 R 88.61 F1 89.51]

62.train    L 0.029    acc [B 95.46 E 95.84 O 99.81 T 99.14]   B [P 98.94 R 96.77 F1 97.84]   E [P 97.14 R 95.72 F1 96.42]   EC [P 96.17 R 94.77 F1 95.47]
62.val      L 0.097    acc [B 90.21 E 88.21 O 99.55 T 97.65]   B [P 96.85 R 93.12 F1 94.95]   E [P 92.54 R 90.44 F1 91.48]   EC [P 90.49 R 88.44 F1 89.45]

63.train    L 0.029    acc [B 95.48 E 95.98 O 99.82 T 99.18]   B [P 99.03 R 96.84 F1 97.92]   E [P 97.25 R 95.86 F1 96.55]   EC [P 96.25 R 94.87 F1 95.56]
63.val      L 0.096    acc [B 90.05 E 88.12 O 99.55 T 97.63]   B [P 97.00 R 93.08 F1 95.00]   E [P 92.47 R 90.46 F1 91.45]   EC [P 90.50 R 88.54 F1 89.51]

64.train    L 0.029    acc [B 95.53 E 96.13 O 99.78 T 99.17]   B [P 99.02 R 96.78 F1 97.89]   E [P 97.12 R 95.78 F1 96.45]   EC [P 96.19 R 94.87 F1 95.52]
64.val      L 0.093    acc [B 90.19 E 88.69 O 99.48 T 97.67]   B [P 97.00 R 93.12 F1 95.02]   E [P 92.10 R 90.46 F1 91.27]   EC [P 90.18 R 88.57 F1 89.37]

